customer_id,Geography,Gender,Age,Balance,NumOfProducts,frequency,recency,monetary_value,prob_alive,predicted_transactions_12m,predicted_monetary_value,clv_12m,clv_lifetime,clv_segment,churn_risk,CustomerId_x,Recency,Frequency,Monetary,Tenure,CreditScore,IsActiveMember,Geography_rfm,Age_rfm,NumOfProducts_rfm,HasCrCard,EstimatedSalary_x,Exited,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Numeric,Segment,CustomerId_y,EstimatedSalary_y,revenue_tier,CLV_Tier,CLV_Lifetime_Tier,churn_risk_score,Action_Segment
15708212,Spain,Female,54,118241.02,1,2,2.76,275.7,0.22,0.08,301.18,23.71,210.88,High Value,High Risk,15708212,4,1,118241.02,7,648,0,Spain,54,1,1,172586.89,1,4,1,4,414,414,New Customers,15708212,172586.89,High Value,High,High,3,Save High-Value
15604345,France,Female,22,65763.57,1,12,0.03,291.39,0.0,0.0,295.56,0.0,0.0,Low Value,High Risk,15604345,2,1,65763.57,9,730,1,France,22,1,1,145792.01,0,5,1,2,512,512,New Customers,15604345,145792.01,Medium Value,Low,Low,3,Low Value Churn
15671789,France,Male,31,94263.91,2,1,0.03,259.59,0.0,0.0,312.27,0.35,1.75,Above Average,High Risk,15671789,8,2,94263.91,3,616,0,France,31,2,1,168895.06,0,2,4,3,243,243,About to Sleep,15671789,168895.06,Medium Value,High,High,3,Save High-Value
15726186,Spain,Male,29,133434.57,2,1,0.03,268.81,0.0,0.0,323.19,0.18,0.88,Above Average,High Risk,15726186,7,2,133434.57,4,639,0,Spain,29,2,1,97983.44,0,3,4,4,344,344,Loyal Customers,15726186,97983.44,Premium,High,High,3,Save High-Value
15764618,Spain,Female,39,0.0,1,8,0.03,242.93,0.0,0.0,248.27,0.0,0.0,Below Average,High Risk,15764618,5,1,0.0,6,815,1,Spain,39,1,1,85167.88,0,4,1,1,411,411,New Customers,15764618,85167.88,Low Value,Low,Low,3,Low Value Churn
15730738,Spain,Male,31,0.0,2,15,0.03,234.23,0.0,0.0,236.96,0.0,0.0,Low Value,High Risk,15730738,2,2,0.0,9,786,1,Spain,31,2,1,18210.36,0,5,4,1,541,541,Lost,15730738,18210.36,Low Value,Low,Low,3,Low Value Churn
15637650,France,Male,50,94748.76,2,15,0.03,239.53,0.0,0.0,242.31,0.0,0.0,Low Value,High Risk,15637650,2,2,94748.76,9,549,1,France,50,2,0,13608.18,0,5,4,3,543,543,Loyal Customers,15637650,13608.18,Medium Value,Low,Low,3,Low Value Churn
15606267,France,Female,38,98640.74,1,5,0.03,261.69,0.0,0.0,270.94,0.0,0.0,Below Average,High Risk,15606267,7,1,98640.74,4,622,1,France,38,1,1,110457.99,0,3,1,3,313,313,Lost,15606267,110457.99,High Value,Low,Low,3,Low Value Churn
15625904,France,Male,26,74681.9,2,3,0.03,260.44,0.0,0.0,276.12,0.0,0.0,Average,High Risk,15625904,2,2,74681.9,9,624,0,France,26,2,0,31231.35,0,5,4,3,543,543,Loyal Customers,15625904,31231.35,Medium Value,Low,Low,3,Low Value Churn
15654463,France,Male,34,0.0,2,1,0.03,250.73,0.0,0.0,301.77,0.16,0.82,Above Average,High Risk,15654463,7,2,0.0,4,841,0,France,34,2,1,141582.66,0,3,4,1,341,341,Lost,15654463,141582.66,Low Value,High,High,3,Save High-Value
15774151,Spain,Female,41,179915.85,1,2,2.76,263.3,0.22,0.08,287.72,22.65,201.46,High Value,High Risk,15774151,4,1,179915.85,7,614,0,Spain,41,1,0,14666.35,1,4,1,5,415,415,New Customers,15774151,14666.35,VIP,High,High,3,Save High-Value
15693259,France,Male,30,128207.23,1,1,0.03,279.64,0.01,0.02,336.03,5.36,26.79,High Value,High Risk,15693259,10,1,128207.23,1,676,1,France,30,1,1,55400.17,0,1,1,4,114,114,Need Attention,15693259,55400.17,Premium,High,High,3,Save High-Value
15642468,France,Male,42,132739.26,2,3,0.03,286.17,0.0,0.0,303.27,0.0,0.0,Average,High Risk,15642468,2,2,132739.26,9,697,0,France,42,2,0,174667.65,0,5,4,4,544,544,Champions,15642468,174667.65,Premium,Low,Low,3,Low Value Churn
15758531,France,Female,40,0.0,2,4,0.03,218.03,0.0,0.0,227.91,0.0,0.0,Below Average,High Risk,15758531,1,2,0.0,10,732,0,France,40,2,1,154189.08,0,5,4,1,541,541,Lost,15758531,154189.08,Low Value,Low,Low,3,Low Value Churn
15728352,France,Male,27,120509.81,1,1,0.03,263.33,0.0,0.0,316.7,0.17,0.86,Above Average,High Risk,15728352,7,1,120509.81,4,623,0,France,27,1,0,142170.44,0,3,1,4,314,314,Lost,15728352,142170.44,High Value,High,High,3,Save High-Value
15637240,France,Male,46,124547.13,2,1,0.03,238.95,0.0,0.0,287.81,0.16,0.79,Above Average,High Risk,15637240,7,2,124547.13,4,541,0,France,46,2,1,94499.06,0,3,4,4,344,344,Loyal Customers,15637240,94499.06,High Value,High,High,3,Save High-Value
15595588,Spain,Female,39,0.0,2,6,0.03,230.33,0.0,0.0,237.16,0.0,0.0,Below Average,High Risk,15595588,7,2,0.0,4,773,1,Spain,39,2,0,182081.45,0,3,4,1,341,341,Lost,15595588,182081.45,Low Value,Low,Low,3,Low Value Churn
15778395,Germany,Male,34,88815.56,2,1,1.57,303.0,0.34,0.12,363.71,45.18,265.73,High Value,Medium Risk,15778395,7,2,88815.56,4,762,0,Germany,34,2,1,68562.26,1,3,4,3,343,343,Loyal Customers,15778395,68562.26,Medium Value,High,High,2,Nurture High
15599251,Germany,Male,32,184715.86,2,3,0.03,259.88,0.0,0.0,275.52,0.0,0.0,Average,High Risk,15599251,4,2,184715.86,7,602,0,Germany,32,2,1,113781.99,0,4,4,5,445,445,Champions,15599251,113781.99,VIP,Low,Low,3,Low Value Churn
15570004,France,Male,31,0.0,2,1,0.03,253.43,0.0,0.0,304.97,0.34,1.7,Above Average,High Risk,15570004,8,2,0.0,3,850,0,France,31,2,1,121866.87,0,2,4,1,241,241,Lost,15570004,121866.87,Low Value,High,High,3,Save High-Value
15656912,Spain,Male,51,0.0,1,5,0.03,194.38,0.0,0.0,201.46,0.0,0.0,Below Average,High Risk,15656912,7,1,0.0,4,649,1,Spain,51,1,1,150390.57,0,3,1,1,311,311,Lost,15656912,150390.57,Low Value,Low,Low,3,Low Value Churn
15657342,Germany,Male,28,147972.19,1,1,1.57,332.8,0.34,0.12,399.03,49.57,291.54,High Value,Medium Risk,15657342,7,1,147972.19,4,850,0,Germany,28,1,1,60708.72,1,3,1,5,315,315,Lost,15657342,60708.72,Premium,High,High,2,Nurture High
15716284,France,Male,43,0.0,2,15,0.03,161.33,0.0,0.0,163.29,0.0,0.0,Low Value,High Risk,15716284,2,2,0.0,9,543,1,France,43,2,1,78858.07,0,5,4,1,541,541,Lost,15716284,78858.07,Low Value,Low,Low,3,Low Value Churn
15672374,France,Male,52,170008.84,1,2,3.15,282.82,0.22,0.07,308.9,21.4,190.35,High Value,High Risk,15672374,3,1,170008.84,8,672,0,France,52,1,0,56407.42,1,5,1,5,515,515,New Customers,15672374,56407.42,VIP,High,High,3,Save High-Value
15732476,France,Female,27,0.0,2,5,0.03,178.43,0.0,0.0,184.99,0.0,0.0,Below Average,High Risk,15732476,8,2,0.0,3,600,1,France,27,2,0,125698.97,0,2,4,1,241,241,Lost,15732476,125698.97,Low Value,Low,Low,3,Low Value Churn
15747724,Spain,Female,34,0.0,1,3,0.03,199.73,0.0,0.0,212.08,0.0,0.0,Below Average,High Risk,15747724,1,1,0.0,10,671,0,Spain,34,1,1,23235.38,0,5,1,1,511,511,New Customers,15747724,23235.38,Low Value,Low,Low,3,Low Value Churn
15633877,Spain,Female,42,95386.82,1,11,0.03,286.67,0.0,0.0,291.16,0.0,0.0,Low Value,High Risk,15633877,3,1,95386.82,8,706,1,Spain,42,1,1,75732.25,0,5,1,3,513,513,New Customers,15633877,75732.25,Medium Value,Low,Low,3,Low Value Churn
15672516,Germany,Male,51,90373.28,2,3,0.03,238.06,0.0,0.0,252.51,0.0,0.0,Average,High Risk,15672516,4,2,90373.28,7,541,0,Germany,51,2,1,179861.79,0,4,4,3,443,443,Loyal Customers,15672516,179861.79,Medium Value,Low,Low,3,Low Value Churn
15607827,Germany,Male,34,133467.77,2,6,0.03,290.41,0.0,0.0,298.84,0.0,0.0,Below Average,High Risk,15607827,7,2,133467.77,4,711,1,Germany,34,2,1,42976.64,0,3,4,4,344,344,Loyal Customers,15607827,42976.64,Premium,Low,Low,3,Low Value Churn
15751336,Spain,Male,30,0.0,2,5,0.03,187.43,0.0,0.0,194.28,0.0,0.0,Below Average,High Risk,15751336,8,2,0.0,3,630,1,Spain,30,2,0,10486.69,0,2,4,1,241,241,Lost,15751336,10486.69,Low Value,Low,Low,3,Low Value Churn
15646539,France,Male,31,96288.26,1,1,0.03,234.23,0.0,0.0,282.22,0.32,1.58,Above Average,High Risk,15646539,8,1,96288.26,3,531,0,France,31,1,1,56794.73,0,2,1,3,213,213,Lost,15646539,56794.73,Medium Value,High,High,3,Save High-Value
15756901,France,Female,26,91547.84,2,6,0.03,266.9,0.0,0.0,274.7,0.0,0.0,Below Average,High Risk,15756901,7,2,91547.84,4,641,1,France,26,2,0,28157.34,0,3,4,3,343,343,Loyal Customers,15756901,28157.34,Medium Value,Low,Low,3,Low Value Churn
15809286,Germany,Male,37,138292.64,2,3,3.15,266.65,0.13,0.06,282.67,15.6,156.02,High Value,High Risk,15809286,3,2,138292.64,8,631,0,Germany,37,2,0,152422.91,1,5,4,5,545,545,Champions,15809286,152422.91,Premium,High,High,3,Save High-Value
15759021,France,Male,35,0.0,1,3,0.03,203.93,0.0,0.0,216.51,0.0,0.0,Below Average,High Risk,15759021,2,1,0.0,9,685,0,France,35,1,1,167033.83,0,5,1,1,511,511,New Customers,15759021,167033.83,Low Value,Low,Low,3,Low Value Churn
15725039,Spain,Male,32,71667.74,1,11,0.03,283.57,0.0,0.0,288.01,0.0,0.0,Low Value,High Risk,15725039,3,1,71667.74,8,702,1,Spain,32,1,1,126082.18,0,5,1,2,512,512,New Customers,15725039,126082.18,Medium Value,Low,Low,3,Low Value Churn
15754112,Spain,Male,55,0.0,2,12,0.03,200.58,0.0,0.0,203.56,0.0,0.0,Low Value,High Risk,15754112,4,2,0.0,7,653,1,Spain,55,2,1,41967.03,0,4,4,1,441,441,Lost,15754112,41967.03,Low Value,Low,Low,3,Low Value Churn
15739502,Germany,Female,31,135020.21,2,15,0.03,241.89,0.0,0.0,244.7,0.0,0.0,Low Value,High Risk,15739502,2,2,135020.21,9,549,1,Germany,31,2,1,23343.18,0,5,4,5,545,545,Champions,15739502,23343.18,Premium,Low,Low,3,Low Value Churn
15604073,Germany,Female,25,135161.67,1,11,0.03,321.69,0.0,0.0,326.69,0.0,0.0,Low Value,High Risk,15604073,3,1,135161.67,8,815,1,Germany,25,1,1,136071.05,0,5,1,5,515,515,New Customers,15604073,136071.05,Premium,Low,Low,3,Low Value Churn
15806027,France,Female,52,0.0,1,3,3.54,167.73,0.13,0.05,178.32,8.79,87.89,High Value,High Risk,15806027,2,1,0.0,9,556,0,France,52,1,1,175149.2,1,5,1,1,511,511,New Customers,15806027,175149.2,Low Value,High,High,3,Save High-Value
15574886,France,Male,32,94486.47,1,8,0.03,286.61,0.0,0.0,292.81,0.0,0.0,Below Average,High Risk,15574886,5,1,94486.47,6,706,1,France,32,1,1,146949.74,0,4,1,3,413,413,New Customers,15574886,146949.74,Medium Value,Low,Low,3,Low Value Churn
15707120,France,Male,46,117640.39,1,3,0.03,331.27,0.0,0.0,350.84,0.0,0.0,Average,High Risk,15707120,2,1,117640.39,9,850,0,France,46,1,1,88920.68,0,5,1,4,514,514,New Customers,15707120,88920.68,High Value,Low,Low,3,Low Value Churn
15800845,Spain,Female,33,111379.55,1,11,0.03,295.5,0.0,0.0,300.12,0.0,0.0,Low Value,High Risk,15800845,3,1,111379.55,8,732,1,Spain,33,1,1,45098.62,0,5,1,4,514,514,New Customers,15800845,45098.62,High Value,Low,Low,3,Low Value Churn
15603914,France,Male,40,0.0,1,8,2.36,182.63,0.0,0.0,186.77,0.76,3.78,Above Average,High Risk,15603914,5,1,0.0,6,614,1,France,40,1,1,20339.79,1,4,1,1,411,411,New Customers,15603914,20339.79,Low Value,High,High,3,Save High-Value
15783305,France,Female,46,98752.51,1,2,0.03,253.0,0.0,0.0,276.55,0.0,0.0,Average,High Risk,15783305,4,1,98752.51,7,593,0,France,46,1,1,145560.38,0,4,1,3,413,413,New Customers,15783305,145560.38,High Value,Low,Low,3,Low Value Churn
15574842,Germany,Female,25,158266.42,3,4,0.03,274.15,0.0,0.0,286.3,0.0,0.0,Average,High Risk,15574842,9,3,158266.42,2,653,1,Germany,25,3,1,199357.24,0,2,5,5,255,255,Need Attention,15574842,199357.24,VIP,Low,Low,3,Low Value Churn
15607837,France,Female,29,105599.67,1,5,0.03,299.35,0.0,0.0,309.81,0.0,0.0,Below Average,High Risk,15607837,7,1,105599.67,4,746,1,France,29,1,1,43106.17,0,3,1,3,313,313,Lost,15607837,43106.17,High Value,Low,Low,3,Low Value Churn
15714877,France,Female,29,0.0,2,4,0.03,197.03,0.0,0.0,206.06,0.0,0.0,Below Average,High Risk,15714877,1,2,0.0,10,662,0,France,29,2,1,137508.31,0,5,4,1,541,541,Lost,15714877,137508.31,Low Value,Low,Low,3,Low Value Churn
15782941,France,Male,31,0.0,2,3,0.03,170.33,0.0,0.0,181.06,0.0,0.0,Average,High Risk,15782941,9,2,0.0,2,573,1,France,31,2,1,91957.39,0,2,4,1,241,241,Lost,15782941,91957.39,Low Value,Low,Low,3,Low Value Churn
15630167,Spain,Female,39,139723.9,1,5,0.03,282.62,0.0,0.0,292.54,0.0,0.0,Below Average,High Risk,15630167,7,1,139723.9,4,684,1,Spain,39,1,1,120612.11,0,3,1,5,315,315,Lost,15630167,120612.11,Premium,Low,Low,3,Low Value Churn
15759038,France,Female,41,141806.46,1,1,0.03,315.41,0.0,0.0,378.43,0.42,2.11,Above Average,High Risk,15759038,8,1,141806.46,3,793,0,France,41,1,1,102921.17,0,2,1,5,215,215,Need Attention,15759038,102921.17,Premium,High,High,3,Save High-Value
15661821,Germany,Female,49,132571.67,1,7,1.97,316.47,0.01,0.01,324.26,3.11,15.55,Above Average,High Risk,15661821,6,1,132571.67,5,798,1,Germany,49,1,1,31686.33,1,3,1,4,314,314,Lost,15661821,31686.33,Premium,High,High,3,Save High-Value
15712176,France,Male,31,0.0,2,13,0.03,243.23,0.0,0.0,246.5,0.0,0.0,Low Value,High Risk,15712176,3,2,0.0,8,816,1,France,31,2,1,28407.4,0,5,4,1,541,541,Lost,15712176,28407.4,Low Value,Low,Low,3,Low Value Churn
15689351,Germany,Female,41,92805.72,1,5,1.57,297.29,0.03,0.04,307.68,12.77,63.86,High Value,High Risk,15689351,7,1,92805.72,4,742,1,Germany,41,1,0,73743.95,1,3,1,3,313,313,Lost,15689351,73743.95,Medium Value,High,High,3,Save High-Value
15782247,France,Male,22,0.0,3,8,1.57,160.43,0.0,0.01,164.13,0.97,4.85,Above Average,High Risk,15782247,7,3,0.0,4,540,1,France,22,3,1,186233.26,1,3,5,1,351,351,Lost,15782247,186233.26,Low Value,High,High,3,Save High-Value
15769064,Germany,Male,39,135309.36,1,1,1.18,238.3,0.34,0.16,287.04,46.53,273.48,High Value,Medium Risk,15769064,8,1,135309.36,3,537,0,Germany,39,1,1,31728.86,1,2,1,5,215,215,Need Attention,15769064,31728.86,Premium,High,High,2,Nurture High
15718153,Spain,Female,74,128917.84,1,8,0.03,334.58,0.0,0.0,341.74,0.0,0.0,Below Average,High Risk,15718153,5,1,128917.84,6,759,1,Spain,74,1,1,48244.64,0,4,1,4,414,414,New Customers,15718153,48244.64,Premium,Low,Low,3,Low Value Churn
15661734,Germany,Male,42,131390.75,2,3,0.03,259.41,0.0,0.0,275.03,0.0,0.0,Average,High Risk,15661734,3,2,131390.75,8,608,0,Germany,42,2,1,71178.09,0,5,4,4,544,544,Champions,15661734,71178.09,Premium,Low,Low,3,Low Value Churn
15592645,Spain,Male,37,0.0,2,1,0.03,209.63,0.0,0.0,253.07,0.14,0.69,Above Average,High Risk,15592645,7,2,0.0,4,704,0,Spain,37,2,0,25684.93,0,3,4,1,341,341,Lost,15592645,25684.93,Low Value,High,High,3,Save High-Value
15768387,France,Male,41,0.0,2,3,0.03,172.73,0.0,0.0,183.59,0.0,0.0,Average,High Risk,15768387,3,2,0.0,8,581,0,France,41,2,0,29737.14,0,5,4,1,541,541,Lost,15768387,29737.14,Low Value,Low,Low,3,Low Value Churn
15792525,Germany,Female,61,97361.66,1,1,0.39,277.16,0.34,0.42,333.09,139.82,465.74,High Value,Medium Risk,15792525,10,1,97361.66,1,628,1,Germany,61,1,1,149922.38,1,1,1,3,113,113,Lost,15792525,149922.38,High Value,High,High,2,Nurture High
15586976,France,Female,42,0.0,1,2,2.36,168.23,0.22,0.09,184.6,16.83,149.65,High Value,High Risk,15586976,5,1,0.0,6,566,0,France,42,1,1,180702.12,1,4,1,1,411,411,New Customers,15586976,180702.12,Low Value,High,High,3,Save High-Value
15790659,Spain,Male,59,0.0,2,12,0.03,219.98,0.0,0.0,223.21,0.0,0.0,Low Value,High Risk,15790659,4,2,0.0,7,701,1,Spain,59,2,0,27597.59,0,4,4,1,441,441,Lost,15790659,27597.59,Low Value,Low,Low,3,Low Value Churn
15691446,Spain,Male,29,0.0,2,17,0.03,218.93,0.0,0.0,221.2,0.0,0.0,Low Value,High Risk,15691446,1,2,0.0,10,735,1,Spain,29,2,1,95025.27,0,5,4,1,541,541,Lost,15691446,95025.27,Low Value,Low,Low,3,Low Value Churn
15572461,Germany,Female,29,102714.65,2,1,0.03,274.26,0.0,0.0,329.66,0.18,0.9,Above Average,High Risk,15572461,7,2,102714.65,4,663,0,Germany,29,2,0,21170.81,0,3,4,3,343,343,Loyal Customers,15572461,21170.81,High Value,High,High,3,Save High-Value
15654409,France,Female,34,67816.72,1,7,0.03,272.1,0.0,0.0,278.88,0.0,0.0,Below Average,High Risk,15654409,6,1,67816.72,5,665,1,France,34,1,1,29641.58,0,3,1,2,312,312,Lost,15654409,29641.58,Medium Value,Low,Low,3,Low Value Churn
15568025,France,Male,51,81710.46,1,11,0.03,302.49,0.0,0.0,307.21,0.0,0.0,Low Value,High Risk,15568025,3,1,81710.46,8,758,1,France,51,1,1,116520.07,0,5,1,3,513,513,New Customers,15568025,116520.07,Medium Value,Low,Low,3,Low Value Churn
15715769,France,Male,26,75237.54,1,2,0.03,259.59,0.0,0.0,283.7,0.04,0.19,Above Average,High Risk,15715769,9,1,75237.54,2,621,1,France,26,1,0,44220.4,0,2,1,3,213,213,Lost,15715769,44220.4,Medium Value,Medium,Medium,3,Rescue Medium
15667458,Germany,Male,28,124023.18,1,3,0.03,305.82,0.0,0.0,323.99,0.0,0.0,Below Average,High Risk,15667458,1,1,124023.18,10,764,0,Germany,28,1,1,166188.28,0,5,1,4,514,514,New Customers,15667458,166188.28,High Value,Low,Low,3,Low Value Churn
15567980,Germany,Female,46,100727.5,1,7,1.97,236.33,0.01,0.01,242.3,2.32,11.62,Above Average,High Risk,15567980,6,1,100727.5,5,537,1,Germany,46,1,0,140857.76,1,3,1,3,313,313,Lost,15567980,140857.76,High Value,High,High,3,Save High-Value
15679294,France,Female,46,107238.85,2,4,0.03,252.35,0.0,0.0,263.62,0.0,0.0,Below Average,High Risk,15679294,1,2,107238.85,10,589,0,France,46,2,1,37024.28,0,5,4,3,543,543,Loyal Customers,15679294,37024.28,High Value,Low,Low,3,Low Value Churn
15606507,France,Male,24,0.0,2,2,0.03,164.93,0.0,0.0,181.02,0.0,0.01,Average,High Risk,15606507,6,2,0.0,5,555,0,France,24,2,1,27513.47,0,3,4,1,341,341,Lost,15606507,27513.47,Low Value,Low,Medium,3,Low Value Churn
15619935,Spain,Female,59,126224.87,1,12,0.03,322.89,0.0,0.0,327.48,0.0,0.0,Low Value,High Risk,15619935,2,1,126224.87,9,783,1,Spain,59,1,1,4423.63,0,5,1,4,514,514,New Customers,15619935,4423.63,High Value,Low,Low,3,Low Value Churn
15727490,France,Male,47,0.0,1,7,1.97,196.73,0.01,0.01,201.79,1.94,9.68,Above Average,High Risk,15727490,6,1,0.0,5,661,1,France,47,1,0,107243.31,1,3,1,1,311,311,Lost,15727490,107243.31,Low Value,High,High,3,Save High-Value
15591766,Spain,Female,25,121166.89,1,5,0.03,258.57,0.0,0.0,267.71,0.0,0.0,Below Average,High Risk,15591766,7,1,121166.89,4,607,1,Spain,25,1,0,115288.24,0,3,1,4,314,314,Lost,15591766,115288.24,High Value,Low,Low,3,Low Value Churn
15641629,Spain,Female,38,0.0,2,1,0.03,159.53,0.01,0.02,193.69,3.09,15.44,Above Average,High Risk,15641629,10,2,0.0,1,537,1,Spain,38,2,0,41233.97,0,1,4,1,141,141,Lost,15641629,41233.97,Low Value,High,High,3,Save High-Value
15813303,Spain,Male,88,0.0,2,17,0.03,199.83,0.0,0.0,201.92,0.0,0.0,Low Value,High Risk,15813303,1,2,0.0,10,513,1,Spain,88,2,1,52952.24,0,5,4,1,541,541,Lost,15813303,52952.24,Low Value,Low,Low,3,Low Value Churn
15756920,France,Male,63,70655.48,1,3,3.54,261.92,0.13,0.05,277.68,13.69,136.87,High Value,High Risk,15756920,2,1,70655.48,9,576,0,France,63,1,0,78955.8,1,5,1,2,512,512,New Customers,15756920,78955.8,Medium Value,High,High,3,Save High-Value
15592765,France,Male,40,125470.81,1,11,0.03,267.8,0.0,0.0,272.02,0.0,0.0,Low Value,High Risk,15592765,3,1,125470.81,8,637,1,France,40,1,1,174536.17,0,5,1,4,514,514,New Customers,15592765,174536.17,High Value,Low,Low,3,Low Value Churn
15704442,France,Female,53,169406.33,4,20,3.54,284.05,0.0,0.0,286.48,0.0,0.0,Average,High Risk,15704442,2,4,169406.33,9,672,1,France,53,4,1,147311.47,1,5,5,5,555,555,Champions,15704442,147311.47,VIP,Low,Low,3,Low Value Churn
15641136,France,Male,32,0.0,2,3,0.03,187.13,0.0,0.0,198.79,0.0,0.0,Average,High Risk,15641136,9,2,0.0,2,629,1,France,32,2,0,77965.44,0,2,4,1,241,241,Lost,15641136,77965.44,Low Value,Low,Low,3,Low Value Churn
15725818,Germany,Male,40,107041.3,1,5,0.03,250.54,0.0,0.0,259.43,0.0,0.0,Below Average,High Risk,15725818,7,1,107041.3,4,583,1,Germany,40,1,1,5635.63,0,3,1,3,313,313,Lost,15725818,5635.63,High Value,Low,Low,3,Low Value Churn
15612071,Spain,Female,32,95153.77,1,14,0.03,303.75,0.0,0.0,307.46,0.0,0.0,Low Value,High Risk,15612071,1,1,95153.77,10,763,1,Spain,32,1,0,81310.1,0,5,1,3,513,513,New Customers,15612071,81310.1,Medium Value,Low,Low,3,Low Value Churn
15719809,Germany,Male,32,145166.09,2,1,0.03,232.47,0.0,0.0,280.13,0.31,1.57,Above Average,High Risk,15719809,8,2,145166.09,3,516,0,Germany,32,2,0,111421.45,0,2,4,5,245,245,Need Attention,15719809,111421.45,Premium,High,High,3,Save High-Value
15716518,France,Female,27,0.0,2,1,0.03,183.53,0.0,0.0,222.14,0.12,0.61,Above Average,High Risk,15716518,7,2,0.0,4,617,0,France,27,2,0,190269.21,0,3,4,1,341,341,Lost,15716518,190269.21,Low Value,High,High,3,Save High-Value
15742210,France,Male,38,65962.63,1,12,0.03,282.41,0.0,0.0,286.47,0.0,0.0,Low Value,High Risk,15742210,2,1,65962.63,9,700,1,France,38,1,1,100950.48,0,5,1,2,512,512,New Customers,15742210,100950.48,Medium Value,Low,Low,3,Low Value Churn
15630617,Germany,Male,36,140418.81,1,8,2.36,295.55,0.0,0.0,301.93,1.22,6.11,Above Average,High Risk,15630617,5,1,140418.81,6,727,1,Germany,36,1,1,113033.73,1,4,1,5,415,415,New Customers,15630617,113033.73,Premium,High,High,3,Save High-Value
15720838,Spain,Female,31,139799.63,1,4,0.03,284.12,0.0,0.0,296.68,0.0,0.0,Average,High Risk,15720838,8,1,139799.63,3,689,1,Spain,31,1,0,120663.57,0,2,1,5,215,215,Need Attention,15720838,120663.57,Premium,Low,Low,3,Low Value Churn
15595537,Germany,Male,49,171787.84,2,3,0.03,266.59,0.0,0.0,282.61,0.0,0.0,Average,High Risk,15595537,2,2,171787.84,9,626,0,Germany,49,2,1,187192.23,0,5,4,5,545,545,Champions,15595537,187192.23,VIP,Low,Low,3,Low Value Churn
15623196,France,Male,38,149238.97,1,8,0.03,283.66,0.0,0.0,289.8,0.0,0.0,Below Average,High Risk,15623196,5,1,149238.97,6,686,1,France,38,1,1,97825.23,0,4,1,5,415,415,New Customers,15623196,97825.23,VIP,Low,Low,3,Low Value Churn
15679249,Germany,Female,57,163146.46,1,1,1.57,192.5,0.34,0.12,232.76,28.92,170.06,High Value,Medium Risk,15679249,7,1,163146.46,4,351,0,Germany,57,1,1,169621.69,1,3,1,5,315,315,Lost,15679249,169621.69,VIP,High,High,2,Nurture High
15693199,France,Female,37,0.0,2,3,3.15,220.13,0.13,0.06,233.6,12.89,128.94,High Value,High Risk,15693199,3,2,0.0,8,739,0,France,37,2,1,191557.1,1,5,4,1,541,541,Lost,15693199,191557.1,Low Value,High,High,3,Save High-Value
15661219,France,Male,32,0.0,2,4,0.03,186.53,0.0,0.0,195.13,0.0,0.0,Below Average,High Risk,15661219,1,2,0.0,10,627,0,France,32,2,1,103287.62,0,5,4,1,541,541,Lost,15661219,103287.62,Low Value,Low,Low,3,Low Value Churn
15617136,Germany,Female,38,61482.47,1,12,0.03,207.24,0.0,0.0,210.31,0.0,0.0,Low Value,High Risk,15617136,2,1,61482.47,9,451,1,Germany,38,1,1,167538.66,0,5,1,2,512,512,New Customers,15617136,167538.66,Medium Value,Low,Low,3,Low Value Churn
15760294,France,Female,41,145150.28,1,2,3.15,231.27,0.22,0.07,252.98,17.52,155.89,High Value,High Risk,15760294,3,1,145150.28,8,512,0,France,41,1,1,64869.32,1,5,1,5,515,515,New Customers,15760294,64869.32,Premium,High,High,3,Save High-Value
15652808,France,Female,41,126670.37,1,1,0.03,308.96,0.0,0.0,370.78,0.12,0.58,Above Average,High Risk,15652808,6,1,126670.37,5,774,0,France,41,1,1,102426.06,0,3,1,4,314,314,Lost,15652808,102426.06,High Value,High,High,3,Save High-Value
15657139,France,Female,40,84390.8,2,13,0.03,269.65,0.0,0.0,273.24,0.0,0.0,Low Value,High Risk,15657139,3,2,84390.8,8,652,1,France,40,2,0,107876.2,0,5,4,3,543,543,Loyal Customers,15657139,107876.2,Medium Value,Low,Low,3,Low Value Churn
15803790,Germany,Male,37,89728.86,2,3,0.03,265.86,0.0,0.0,281.84,0.0,0.01,Above Average,High Risk,15803790,9,2,89728.86,2,638,1,Germany,37,2,1,37294.88,0,2,4,3,243,243,About to Sleep,15803790,37294.88,Medium Value,Low,Medium,3,Low Value Churn
15672610,Spain,Male,40,118628.8,1,1,0.03,246.42,0.0,0.0,296.67,0.16,0.81,Above Average,High Risk,15672610,7,1,118628.8,4,567,0,Spain,40,1,0,91973.63,0,3,1,4,314,314,Lost,15672610,91973.63,High Value,High,High,3,Save High-Value
15766896,France,Male,37,0.0,2,1,0.03,223.43,0.0,0.0,269.42,0.3,1.51,Above Average,High Risk,15766896,8,2,0.0,3,750,0,France,37,2,1,16870.2,0,2,4,1,241,241,Lost,15766896,16870.2,Low Value,High,High,3,Save High-Value
15587735,France,Male,39,96863.13,1,8,0.03,329.97,0.0,0.0,337.04,0.0,0.0,Below Average,High Risk,15587735,5,1,96863.13,6,850,1,France,39,1,1,121681.19,0,4,1,3,413,413,New Customers,15587735,121681.19,High Value,Low,Low,3,Low Value Churn
