CustomerId,Recency,Frequency,Monetary,Tenure,CreditScore,IsActiveMember,Geography,Age,NumOfProducts,HasCrCard,EstimatedSalary,Exited,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Numeric,Segment
15813113,6,1,0.0,5,795,0,Spain,56,1,1,35418.69,1,3,1,1,311,311,Lost
15614187,8,2,126935.98,3,648,1,Germany,39,2,0,57995.74,0,2,4,4,244,244,Need Attention
15619407,7,1,133707.09,4,615,1,France,39,1,1,108152.75,0,3,1,4,314,314,Lost
15646227,10,1,97893.2,1,682,0,France,27,1,1,166144.98,0,1,1,3,113,113,Lost
15660541,6,1,127900.03,5,694,0,France,34,1,1,101737.8,0,3,1,4,314,314,Lost
15753874,1,1,143835.47,10,694,1,France,37,1,0,33326.71,0,5,1,5,515,515,New Customers
15617877,11,2,0.0,0,607,1,France,44,2,1,81140.09,0,1,4,1,141,141,Lost
15772073,1,1,0.0,10,664,0,France,48,1,1,140173.17,1,5,1,1,511,511,New Customers
15701537,9,1,0.0,2,756,1,France,60,1,1,166513.49,1,2,1,1,211,211,Lost
15736228,8,1,129596.77,3,645,1,France,40,1,1,103232.6,0,2,1,4,214,214,Need Attention
15780572,7,2,0.0,4,653,0,Spain,30,2,1,120736.04,0,3,4,1,341,341,Lost
15769596,9,2,110407.44,2,710,0,Germany,24,2,0,15832.43,1,2,4,4,244,244,Need Attention
15586996,4,2,0.0,7,697,1,France,76,2,0,188772.45,0,4,4,1,441,441,Lost
15722061,3,2,142015.76,8,619,0,Germany,41,2,1,114323.66,0,5,4,5,545,545,Champions
15638003,10,1,81370.07,1,648,1,Spain,55,1,0,181534.04,0,1,1,3,113,113,Lost
15775590,9,1,69329.47,2,482,0,Germany,48,1,0,102640.52,1,2,1,2,212,212,Lost
15730688,3,2,116755.5,8,548,1,France,28,2,1,158585.17,1,5,4,4,544,544,Champions
15753102,5,1,83870.33,6,752,0,Spain,44,1,1,178722.24,0,4,1,3,413,413,New Customers
15810075,5,2,130694.89,6,648,1,France,39,2,1,153955.38,1,4,4,4,444,444,Champions
15723373,3,1,117451.47,8,643,0,Spain,34,1,1,65374.86,0,5,1,4,514,514,New Customers
15795298,2,2,206868.78,9,573,1,Germany,35,2,0,102986.15,0,5,4,5,545,545,Champions
15584320,8,1,111695.62,3,686,0,France,39,1,0,136643.84,0,2,1,4,214,214,Need Attention
15724161,2,4,137285.26,9,644,0,France,40,4,1,77063.63,1,5,5,5,555,555,Champions
15750056,5,1,149218.39,6,702,1,France,29,1,1,9633.01,0,4,1,5,415,415,New Customers
15609637,4,2,0.0,7,652,1,France,51,2,0,43496.36,0,4,4,1,441,441,Lost
15794493,4,2,0.0,7,641,1,Spain,32,2,1,24267.28,0,4,4,1,441,441,Lost
15569641,3,1,130701.29,8,692,0,Germany,41,1,1,59354.24,1,5,1,4,514,514,New Customers
15815236,6,2,0.0,5,574,0,Spain,34,2,0,28269.86,0,3,4,1,341,341,Lost
15811177,8,1,167949.48,3,643,0,France,31,1,1,143162.34,0,2,1,5,215,215,Need Attention
15680587,7,1,131254.81,4,834,0,France,23,1,1,20199.3,0,3,1,4,314,314,Lost
15672821,6,2,0.0,5,591,1,France,28,2,1,48606.92,0,3,4,1,341,341,Lost
15767681,2,2,0.0,9,470,1,Spain,34,2,0,89013.67,0,5,4,1,541,541,Lost
15600379,4,1,86656.13,7,608,1,Spain,34,1,0,59890.29,0,4,1,3,413,413,New Customers
15801336,3,1,114737.26,8,649,1,Germany,37,1,1,106655.88,1,5,1,4,514,514,New Customers
15721592,6,2,0.0,5,665,0,France,38,2,1,156439.56,0,3,4,1,341,341,Lost
15581282,5,1,0.0,6,651,0,France,39,1,1,24176.44,0,4,1,1,411,411,New Customers
15746203,7,1,119817.33,4,555,1,Germany,62,1,0,43507.1,1,3,1,4,314,314,Lost
15583137,4,2,130806.99,7,637,1,France,48,2,1,132005.85,1,4,4,4,444,444,Champions
15680752,11,1,0.0,0,675,1,France,49,1,1,80496.71,1,1,1,1,111,111,Lost
15688172,6,2,0.0,5,677,0,Spain,40,2,1,88947.56,0,3,4,1,341,341,Lost
15791373,9,1,80931.75,2,850,0,Germany,35,1,0,12639.67,1,2,1,3,213,213,Lost
15589449,8,3,0.0,3,815,1,France,56,3,1,94248.16,1,2,5,1,251,251,Lost
15692819,10,1,132178.67,1,665,0,Germany,32,1,0,11865.76,0,1,1,4,114,114,Need Attention
15727467,8,2,0.0,3,485,0,France,27,2,1,141449.86,0,2,4,1,241,241,Lost
15734312,5,2,0.0,6,577,1,Spain,43,2,1,149457.81,0,4,4,1,441,441,Lost
15764604,4,3,164769.02,7,586,0,France,35,3,1,119814.25,1,4,5,5,455,455,Champions
15613014,10,2,107233.85,1,722,0,Germany,29,2,1,24924.92,0,1,4,3,143,143,About to Sleep
15759684,4,2,176227.07,7,528,1,France,27,2,0,139481.53,0,4,4,5,445,445,Champions
15609669,7,2,109949.39,4,542,1,France,39,2,1,41268.65,0,3,4,3,343,343,Loyal Customers
15685536,6,2,0.0,5,552,1,France,34,2,1,1351.41,0,3,4,1,341,341,Lost
15750447,1,1,117738.81,10,678,0,France,60,1,1,147489.76,1,5,1,4,514,514,New Customers
15663249,2,1,133292.45,9,575,0,Spain,37,1,1,111175.09,0,5,1,4,514,514,New Customers
15638646,10,1,160474.59,1,669,1,France,43,1,1,95963.14,0,1,1,5,115,115,Need Attention
15734161,5,2,0.0,6,636,0,France,43,2,1,43128.95,0,4,4,1,441,441,Lost
15631070,2,1,154393.43,9,667,1,Germany,55,1,1,137674.96,1,5,1,5,515,515,New Customers
15761950,2,1,110827.49,9,652,1,Germany,45,1,1,153383.54,1,5,1,4,514,514,New Customers
15649668,1,2,145750.45,10,637,1,Germany,36,2,1,96660.76,0,5,4,5,545,545,Champions
15713912,3,1,109044.3,8,516,1,Spain,45,1,0,115818.16,0,5,1,3,513,513,New Customers
15586757,7,1,75170.54,4,801,1,France,32,1,1,37898.5,0,3,1,3,313,313,Lost
15596522,9,2,0.0,2,692,0,France,42,2,1,145222.93,0,2,4,1,241,241,Lost
15625395,5,1,105795.9,6,585,1,France,28,1,1,41219.09,0,4,1,3,413,413,New Customers
15760570,6,2,0.0,5,590,0,France,32,2,1,59249.83,0,3,4,1,341,341,Lost
15566689,3,2,0.0,8,554,1,Spain,66,2,1,116747.62,0,5,4,1,541,541,Lost
15725794,10,1,0.0,1,659,0,France,49,1,1,116249.72,1,1,1,1,111,111,Lost
15673539,8,1,118097.87,3,690,0,France,26,1,1,61257.83,0,2,1,4,214,214,Need Attention
15705298,11,1,172693.54,0,697,0,Germany,29,1,0,141798.98,0,1,1,5,115,115,Need Attention
15675791,7,2,129440.3,4,610,0,France,36,2,1,102638.35,0,3,4,4,344,344,Loyal Customers
15747043,7,2,0.0,4,599,0,Spain,36,2,0,13210.56,0,3,4,1,341,341,Lost
15736397,10,1,96471.2,1,544,0,France,23,1,1,35550.97,0,1,1,3,113,113,Lost
15678201,10,1,0.0,1,548,1,France,46,1,1,104469.06,1,1,1,1,111,111,Lost
15720745,7,1,140197.18,4,635,1,Spain,24,1,1,142935.83,0,3,1,5,315,315,Lost
15637593,5,2,0.0,6,722,0,France,20,2,1,195486.28,0,4,4,1,441,441,Lost
15598070,7,1,135946.26,4,564,0,France,33,1,1,63170.0,0,3,1,5,315,315,Lost
15787550,8,2,0.0,3,719,1,France,69,2,1,58320.06,0,2,4,1,241,241,Lost
15603942,8,3,81290.02,3,547,1,Germany,50,3,0,177747.03,1,2,5,3,253,253,About to Sleep
15733973,3,1,0.0,8,850,0,France,42,1,1,19632.64,1,5,1,1,511,511,New Customers
15596761,2,1,113715.36,9,515,0,Germany,60,1,1,18424.24,1,5,1,4,514,514,New Customers
15652400,9,1,168883.08,2,667,1,Spain,56,1,0,18897.78,0,2,1,5,215,215,Need Attention
15717893,3,1,143421.74,8,607,0,Germany,36,1,1,97879.02,0,5,1,5,515,515,New Customers
15622585,4,1,153644.39,7,525,1,France,26,1,1,63197.88,0,4,1,5,415,415,New Customers
15733964,10,1,109330.06,1,606,1,Spain,53,1,1,75860.01,0,1,1,3,113,113,Lost
15753861,10,2,115095.88,1,686,0,Germany,27,2,0,78622.46,0,1,4,4,144,144,Need Attention
15747097,1,1,0.0,10,611,1,France,35,1,1,23598.23,1,5,1,1,511,511,New Customers
15594762,10,1,183276.32,1,827,1,Spain,46,1,1,13460.27,0,1,1,5,115,115,Need Attention
15667417,2,1,68193.72,9,572,0,France,33,1,1,19998.31,0,5,1,2,512,512,New Customers
15684861,3,2,0.0,8,726,0,France,32,2,0,185075.63,0,5,4,1,541,541,Lost
15742204,5,1,139729.54,6,579,1,Germany,31,1,0,135815.38,0,4,1,5,415,415,New Customers
15623502,7,1,98365.33,4,598,1,Spain,56,1,1,44251.33,0,3,1,3,313,313,Lost
15774872,1,2,0.0,10,663,0,France,36,2,1,136349.55,0,5,4,1,541,541,Lost
15611191,1,2,122453.97,10,505,1,Germany,37,2,1,52693.99,0,5,4,4,544,544,Champions
15674331,4,2,132174.41,7,576,0,Germany,30,2,0,93767.03,0,4,4,4,444,444,Champions
15619465,9,2,0.0,2,555,1,Spain,24,2,0,197866.55,0,2,4,1,241,241,Lost
15575247,10,2,0.0,1,524,0,France,30,2,1,126812.85,0,1,4,1,141,141,Lost
15695679,9,1,104349.45,2,776,0,Spain,39,1,0,79503.05,0,2,1,3,213,213,Lost
15713463,9,1,138881.04,2,645,0,Germany,41,1,1,129936.53,1,2,1,5,215,215,Need Attention
15785170,11,1,116968.91,0,850,0,Germany,32,1,0,175094.62,0,1,1,4,114,114,Need Attention
15796351,10,2,105346.03,1,603,1,Germany,35,2,1,130379.5,0,1,4,3,143,143,About to Sleep
15639576,2,1,136623.19,9,691,0,France,26,1,1,153228.0,0,5,1,5,515,515,New Customers
15693264,1,2,0.0,10,583,1,France,29,2,1,111285.85,0,5,4,1,541,541,Lost
15589715,6,1,0.0,5,584,0,France,66,1,1,49553.38,1,3,1,1,311,311,Lost
15769902,5,2,0.0,6,679,1,France,33,2,1,98015.85,0,4,4,1,441,441,Lost
15587177,5,1,124445.52,6,646,0,France,36,1,1,88481.32,0,4,1,4,414,414,New Customers
15814553,6,2,68999.66,5,559,1,France,34,2,1,66879.27,0,3,4,2,342,342,Promising
15601550,5,1,85768.42,6,595,1,Spain,36,1,1,24802.77,0,4,1,3,413,413,New Customers
15664907,10,1,0.0,1,527,0,France,47,1,1,21312.16,1,1,1,1,111,111,Lost
15612465,2,2,100628.0,9,684,1,Spain,34,2,1,190263.78,0,5,4,3,543,543,Loyal Customers
15810800,11,1,0.0,0,673,1,Spain,32,1,1,72873.33,0,1,1,1,111,111,Lost
15665760,4,2,0.0,7,802,1,Spain,38,2,0,57764.65,0,4,4,1,441,441,Lost
15588080,5,1,0.0,6,675,0,France,54,1,1,110273.84,1,4,1,1,411,411,New Customers
15776844,5,2,0.0,6,762,0,Spain,19,2,1,55500.17,0,4,4,1,441,441,Lost
15717560,11,1,125647.36,0,580,0,France,50,1,1,57541.08,1,1,1,4,114,114,Need Attention
15629739,3,1,100375.39,8,621,1,Germany,31,1,1,90384.26,0,5,1,3,513,513,New Customers
15729908,1,1,0.0,10,411,0,France,36,1,0,120694.35,0,5,1,1,511,511,New Customers
15716781,4,1,171922.72,7,815,1,France,24,1,0,178028.96,0,4,1,5,415,415,New Customers
15646936,9,2,146810.99,2,631,1,Germany,32,2,1,180990.29,0,2,4,5,245,245,Need Attention
15768151,8,1,109032.23,3,514,1,Germany,45,1,0,155407.21,1,2,1,3,213,213,Lost
15579212,5,1,0.0,6,638,0,France,57,1,1,33676.48,1,4,1,1,411,411,New Customers
15721835,4,1,0.0,7,791,0,Spain,25,1,1,89666.28,0,4,1,1,411,411,New Customers
15800515,6,1,128653.59,5,516,0,France,35,1,1,127558.26,0,3,1,4,314,314,Lost
15591279,8,1,80387.81,3,734,1,France,37,1,0,77272.62,0,2,1,3,213,213,Lost
15587419,3,2,0.0,8,611,1,France,58,2,0,107665.68,1,5,4,1,541,541,Lost
15750335,11,3,108508.82,0,850,0,Germany,43,3,1,184044.8,1,1,5,3,153,153,About to Sleep
15699619,1,1,155978.17,10,641,0,France,31,1,1,91510.71,0,5,1,5,515,515,New Customers
15606472,6,1,0.0,5,585,1,France,38,1,1,87363.56,0,3,1,1,311,311,Lost
15778368,7,1,121175.56,4,552,0,Germany,50,1,1,117505.07,1,3,1,4,314,314,Lost
15671387,7,2,89349.47,4,507,0,France,29,2,0,180626.68,0,3,4,3,343,343,Loyal Customers
15573926,4,2,86131.71,7,735,0,Spain,38,2,0,93478.96,0,4,4,3,443,443,Loyal Customers
15709183,8,1,102346.86,3,707,1,France,58,1,1,114672.64,0,2,1,3,213,213,Lost
15577514,4,1,121263.62,7,698,1,Germany,36,1,1,13387.88,0,4,1,4,414,414,New Customers
15778830,9,2,0.0,2,841,0,France,31,2,1,173240.52,0,2,4,1,241,241,Lost
15768072,9,1,0.0,2,688,0,Spain,33,1,0,27557.18,1,2,1,1,211,211,Lost
15768293,8,2,0.0,3,614,1,France,51,2,1,5552.37,0,2,4,1,241,241,Lost
15654456,5,1,149726.08,6,511,0,Germany,48,1,0,88307.87,1,4,1,5,415,415,New Customers
15807525,9,2,0.0,2,447,0,France,43,2,1,33879.26,1,2,4,1,241,241,Lost
15574372,6,2,161274.05,5,738,0,France,35,2,1,181429.87,0,3,4,5,345,345,Loyal Customers
15671249,9,2,0.0,2,422,0,France,33,2,1,102655.31,0,2,4,1,241,241,Lost
15779744,10,1,103138.17,1,537,1,Spain,30,1,1,96555.42,0,1,1,3,113,113,Lost
15624755,8,1,109628.44,3,707,0,Germany,40,1,1,189366.03,0,2,1,3,213,213,Lost
15611430,6,1,0.0,5,690,0,France,54,1,1,12847.61,1,3,1,1,311,311,Lost
15774744,4,2,97286.16,7,664,0,Germany,33,2,1,143433.33,0,4,4,3,443,443,Loyal Customers
15629885,4,1,118004.26,7,850,0,France,33,1,1,183983.82,0,4,1,4,414,414,New Customers
15708791,2,1,85534.83,9,584,0,Spain,32,1,0,169137.24,0,5,1,3,513,513,New Customers
15793890,7,1,0.0,4,728,1,France,59,1,1,163365.85,1,3,1,1,311,311,Lost
15646091,7,2,95140.44,4,560,0,Spain,43,2,1,123181.44,1,3,4,3,343,343,Loyal Customers
15596984,5,1,0.0,6,629,1,France,31,1,1,16447.6,1,4,1,1,411,411,New Customers
15800215,8,2,0.0,3,658,1,France,25,2,0,173948.4,0,2,4,1,241,241,Lost
15577806,10,1,75900.84,1,794,1,Germany,54,1,1,192154.66,0,1,1,3,113,113,Lost
15749381,9,1,126619.27,2,790,0,France,41,1,1,198224.38,0,2,1,4,214,214,Need Attention
15683758,4,1,111833.47,7,640,0,France,44,1,1,67202.74,0,4,1,4,414,414,New Customers
15670615,4,2,0.0,7,652,0,Spain,37,2,1,68789.93,0,4,4,1,441,441,Lost
15715622,8,1,238387.56,3,583,1,France,57,1,0,147964.99,1,2,1,5,215,215,Need Attention
15707634,9,2,108698.96,2,775,1,France,32,2,1,161069.73,0,2,4,3,243,243,About to Sleep
15806901,9,1,112687.69,2,584,1,France,39,1,1,127749.61,0,2,1,4,214,214,Need Attention
15775335,7,2,81556.89,4,635,0,Germany,48,2,1,191914.37,0,3,4,3,343,343,Loyal Customers
15724150,2,1,136596.85,9,814,1,France,48,1,1,185791.9,0,5,1,5,515,515,New Customers
15627220,2,1,98807.45,9,735,0,Germany,43,1,0,184570.04,1,5,1,3,513,513,New Customers
15672330,10,2,0.0,1,678,1,France,31,2,0,130446.65,0,1,4,1,141,141,Lost
15668521,10,2,0.0,1,693,1,France,37,2,1,82867.55,0,1,4,1,141,141,Lost
15807837,5,1,107499.7,6,640,1,France,30,1,1,187632.22,0,4,1,3,413,413,New Customers
15592570,3,2,0.0,8,773,0,Spain,23,2,1,56759.79,0,5,4,1,541,541,Lost
15748589,2,2,0.0,9,736,0,France,30,2,1,34180.33,0,5,4,1,541,541,Lost
15635893,3,2,0.0,8,693,1,France,28,2,1,158545.25,0,5,4,1,541,541,Lost
15757632,10,2,176024.05,1,496,0,France,41,2,1,182337.98,0,1,4,5,145,145,Need Attention
15691863,8,2,0.0,3,751,1,France,39,2,1,84175.34,0,2,4,1,241,241,Lost
15706071,11,1,127631.62,0,528,1,Germany,39,1,0,22197.8,1,1,1,4,114,114,Need Attention
15654296,2,1,0.0,9,754,0,Spain,19,1,1,189641.11,0,5,1,1,511,511,New Customers
15755018,1,2,109819.16,10,568,0,Germany,26,2,1,154491.39,0,5,4,3,543,543,Loyal Customers
15594041,9,1,138734.94,2,592,0,Spain,41,1,1,90020.74,0,2,1,5,215,215,Need Attention
15670587,1,2,111363.1,10,558,0,Germany,25,2,1,197264.35,0,5,4,4,544,544,Champions
15724527,2,2,0.0,9,825,1,France,34,2,1,31933.06,0,5,4,1,541,541,Lost
15801904,11,2,143988.0,0,677,0,Germany,28,2,1,8755.69,1,1,4,5,145,145,Need Attention
15658195,6,1,118838.75,5,653,1,France,34,1,1,52820.13,0,3,1,4,314,314,Lost
15630113,7,1,161637.75,4,593,1,Spain,35,1,1,20008.46,0,3,1,5,315,315,Lost
15784320,8,1,133793.89,3,632,1,France,44,1,1,34607.14,1,2,1,5,215,215,Need Attention
15676513,3,1,71553.83,8,601,0,Germany,35,1,1,177384.45,0,5,1,2,512,512,New Customers
15574072,3,1,0.0,8,786,1,France,62,1,1,165702.64,0,5,1,1,511,511,New Customers
15633854,8,2,0.0,3,654,0,France,40,2,1,167889.1,0,2,4,1,241,241,Lost
15618566,4,2,0.0,7,572,1,France,38,2,1,133122.62,0,4,4,1,441,441,Lost
15733014,1,2,64667.95,10,813,1,France,62,2,0,140454.14,0,5,4,2,542,542,Potential Loyalists
15753343,9,1,121164.11,2,523,1,France,28,1,1,59938.81,0,2,1,4,214,214,Need Attention
15746076,8,2,0.0,3,506,0,Spain,50,2,1,12016.79,0,2,4,1,241,241,Lost
15608226,8,1,98903.06,3,513,1,Spain,72,1,1,81251.24,0,2,1,3,213,213,Lost
15605684,4,1,104158.84,7,664,0,France,31,1,1,134169.85,0,4,1,3,413,413,New Customers
15638988,5,2,0.0,6,684,1,France,54,2,1,94888.6,0,4,4,1,441,441,Lost
15628767,8,2,139529.93,3,608,1,Spain,63,2,1,175696.16,1,2,4,5,245,245,Need Attention
15737977,5,2,0.0,6,527,1,France,25,2,0,96758.58,0,4,4,1,441,441,Lost
15758116,6,1,64646.7,5,666,0,France,53,1,1,128019.48,1,3,1,2,312,312,Lost
15575119,8,2,0.0,3,779,1,France,71,2,1,146895.36,1,2,4,1,241,241,Lost
15625126,5,2,0.0,6,629,1,France,40,2,1,139356.3,0,4,4,1,441,441,Lost
15567114,10,1,118894.22,1,430,0,France,35,1,0,2923.61,0,1,1,4,114,114,Need Attention
15672242,9,1,0.0,2,712,1,France,24,1,0,121232.51,0,2,1,1,211,211,Lost
15681327,2,2,0.0,9,682,1,France,30,2,1,2053.42,0,5,4,1,541,541,Lost
15802585,3,1,68213.99,8,634,1,France,41,1,1,6382.46,0,5,1,2,512,512,New Customers
15740630,10,2,0.0,1,487,0,Spain,31,2,1,158750.13,0,1,4,1,141,141,Lost
15815420,3,1,139196.0,8,808,1,Spain,47,1,0,74028.36,0,5,1,5,515,515,New Customers
15711468,4,2,0.0,7,527,1,France,32,2,1,44099.75,0,4,4,1,441,441,Lost
15799626,7,1,126345.55,4,637,1,Germany,50,1,0,17323.0,1,3,1,4,314,314,Lost
15659325,6,2,0.0,5,802,1,Spain,40,2,1,175043.69,0,3,4,1,341,341,Lost
15651352,9,1,0.0,2,529,0,France,38,1,1,146388.85,1,2,1,1,211,211,Lost
15684925,8,2,0.0,3,850,0,France,43,2,0,2465.8,0,2,4,1,241,241,Lost
15657439,7,2,0.0,4,738,1,France,18,2,1,47799.15,0,3,4,1,341,341,Lost
15574122,6,1,129278.43,5,817,0,France,34,1,0,165562.84,0,3,1,4,314,314,Lost
15720508,8,1,119558.35,3,735,0,France,31,1,0,72927.68,0,2,1,4,214,214,Need Attention
15599078,6,1,92467.58,5,619,0,Germany,41,1,1,38270.47,0,3,1,3,313,313,Lost
15702300,6,2,0.0,5,671,0,France,27,2,0,120893.07,0,3,4,1,341,341,Lost
15660735,5,2,0.0,6,581,0,Spain,31,2,1,188377.21,0,4,4,1,441,441,Lost
15671390,1,2,0.0,10,690,0,Spain,36,2,1,55902.93,0,5,4,1,541,541,Lost
15647385,7,1,99340.83,4,579,0,Spain,56,1,0,4523.74,1,3,1,3,313,313,Lost
15739223,8,2,0.0,3,688,1,Spain,24,2,1,102195.16,0,2,4,1,241,241,Lost
15631305,7,2,126833.79,4,599,0,Spain,28,2,1,60843.09,1,3,4,4,344,344,Loyal Customers
15809263,6,1,109676.52,5,729,1,Germany,29,1,1,25548.47,0,3,1,3,313,313,Lost
15640866,8,1,0.0,3,718,1,France,29,1,0,134462.29,0,2,1,1,211,211,Lost
15775663,5,2,134729.99,6,712,1,Germany,53,2,1,132702.64,0,4,4,5,445,445,Champions
15631800,8,1,98431.37,3,474,0,France,37,1,0,75698.44,0,2,1,3,213,213,Lost
15654292,3,2,130368.31,8,565,0,Germany,33,2,1,105642.43,0,5,4,4,544,544,Champions
15648320,4,1,123974.96,7,658,0,France,31,1,1,102153.75,0,4,1,4,414,414,New Customers
15726747,7,1,138082.16,4,714,1,France,63,1,0,166677.54,0,3,1,5,315,315,Lost
15694510,10,1,129855.32,1,725,0,France,45,1,0,24218.65,0,1,1,4,114,114,Need Attention
15572291,5,1,132308.22,6,825,0,France,40,1,0,117122.5,0,4,1,4,414,414,New Customers
15603465,6,2,155447.65,5,665,0,Germany,45,2,1,51871.95,1,3,4,5,345,345,Loyal Customers
15685628,9,2,124268.64,2,670,1,Spain,35,2,0,84321.03,0,2,4,4,244,244,Need Attention
15792729,2,1,176311.36,9,474,0,Germany,34,1,1,160213.27,0,5,1,5,515,515,New Customers
15767414,9,2,99886.42,2,591,1,France,40,2,1,88695.19,0,2,4,3,243,243,About to Sleep
15568044,4,2,0.0,7,508,1,France,31,2,1,6123.15,0,4,4,1,441,441,Lost
15751333,9,2,0.0,2,695,1,France,36,2,0,167749.54,0,2,4,1,241,241,Lost
15623062,6,1,85089.3,5,660,1,Germany,24,1,1,71638.0,0,3,1,3,313,313,Lost
15713621,1,2,134318.21,10,687,1,Germany,41,2,1,198064.52,0,5,4,5,545,545,Champions
15670668,6,2,75395.53,5,658,1,Germany,29,2,0,54914.92,0,3,4,3,343,343,Loyal Customers
15750638,6,1,116765.7,5,705,0,Germany,33,1,0,190659.17,1,3,1,4,314,314,Lost
15747878,7,1,0.0,4,739,1,Spain,60,1,1,51637.67,0,3,1,1,311,311,Lost
15726796,4,1,111501.66,7,844,1,France,38,1,1,119333.38,0,4,1,4,414,414,New Customers
15754952,4,2,76595.08,7,602,0,Germany,48,2,0,127095.14,0,4,4,3,443,443,Loyal Customers
15652192,2,2,160541.36,9,759,0,France,33,2,0,93541.14,0,5,4,5,545,545,Champions
15681924,9,1,129728.6,2,747,0,Germany,38,1,1,89289.54,0,2,1,4,214,214,Need Attention
15763544,10,2,0.0,1,673,0,France,47,2,0,108762.16,0,1,4,1,141,141,Lost
15764431,6,4,130929.02,5,671,1,Spain,34,4,1,28238.25,1,3,5,4,354,354,Loyal Customers
15684010,9,1,116800.25,2,640,1,Germany,74,1,1,34130.43,0,2,1,4,214,214,Need Attention
15648881,11,1,101016.53,0,581,1,Germany,40,1,0,7926.35,1,1,1,3,113,113,Lost
15733303,6,2,0.0,5,630,1,France,67,2,1,27330.27,0,3,4,1,341,341,Lost
15643294,3,1,190566.65,8,703,1,France,33,1,1,79997.14,0,5,1,5,515,515,New Customers
15749905,5,1,0.0,6,698,0,Spain,47,1,1,50213.81,1,4,1,1,411,411,New Customers
15625175,5,1,97067.69,6,742,1,Germany,43,1,0,60920.03,1,4,1,3,413,413,New Customers
15643967,7,1,92208.54,4,652,1,France,37,1,0,197699.8,1,3,1,3,313,313,Lost
15578251,9,2,186347.97,2,644,0,France,37,2,1,92809.73,0,2,4,5,245,245,Need Attention
15772573,9,1,103176.62,2,735,1,Spain,55,1,0,163516.16,0,2,1,3,213,213,Lost
15733234,7,1,0.0,4,777,1,France,58,1,1,62449.07,1,3,1,1,311,311,Lost
15721582,7,2,77270.08,4,644,1,Germany,40,2,1,115800.1,1,3,4,3,343,343,Loyal Customers
15628219,8,1,111911.63,3,665,1,Germany,37,1,1,110359.68,1,2,1,4,214,214,Need Attention
15571302,6,1,94216.05,5,529,1,Germany,72,1,1,78695.68,0,3,1,3,313,313,Lost
15637178,4,2,0.0,7,803,1,Spain,45,2,1,128378.04,0,4,4,1,441,441,Lost
15601184,8,2,0.0,3,604,0,Spain,26,2,1,155248.62,0,2,4,1,241,241,Lost
15629511,5,1,106770.82,6,738,0,France,49,1,1,123499.27,0,4,1,3,413,413,New Customers
15570629,6,2,138089.97,5,655,1,Germany,72,2,1,99920.41,0,3,4,5,345,345,Loyal Customers
15665766,2,2,133191.19,9,698,1,Germany,39,2,0,53289.49,0,5,4,4,544,544,Champions
15693732,2,2,0.0,9,775,1,France,66,2,1,67622.34,0,5,4,1,541,541,Lost
15765982,4,1,74135.85,7,735,1,France,41,1,1,11783.1,1,4,1,3,413,413,New Customers
15582016,5,2,99208.46,6,766,0,Spain,41,2,1,62402.38,0,4,4,3,443,443,Loyal Customers
15798024,3,1,92242.34,8,537,1,Germany,84,1,1,186235.98,0,5,1,3,513,513,New Customers
15588622,4,1,108380.72,7,599,1,Germany,25,1,1,79005.95,0,4,1,3,413,413,New Customers
15724863,7,1,91893.32,4,420,0,Spain,55,1,1,144870.28,1,3,1,3,313,313,Lost
15618213,4,1,85757.93,7,674,1,France,32,1,1,95481.0,0,4,1,3,413,413,New Customers
15780411,8,2,0.0,3,570,0,France,46,2,0,820.46,0,2,4,1,241,241,Lost
15725429,3,1,96759.42,8,623,1,Germany,33,1,1,174777.98,0,5,1,3,513,513,New Customers
15600626,5,2,0.0,6,710,1,France,30,2,1,8991.17,0,4,4,1,441,441,Lost
15668460,5,2,0.0,6,466,1,France,29,2,1,2797.27,0,4,4,1,441,441,Lost
15576263,6,1,0.0,5,759,0,France,22,1,1,22303.17,0,3,1,1,311,311,Lost
15720354,7,2,0.0,4,581,1,France,71,2,1,197562.08,0,3,4,1,341,341,Lost
15691624,9,2,132150.26,2,820,0,France,33,2,1,23067.97,0,2,4,4,244,244,Need Attention
15793196,2,2,0.0,9,759,1,France,41,2,0,190294.12,0,5,4,1,541,541,Lost
15633352,5,1,175443.75,6,628,0,France,31,1,1,113167.17,1,4,1,5,415,415,New Customers
15750874,8,1,78990.15,3,676,1,France,31,1,1,124777.14,0,2,1,3,213,213,Lost
15588923,7,1,113743.37,4,591,0,France,33,1,1,124625.08,0,3,1,4,314,314,Lost
15715745,6,1,157624.84,5,690,1,France,26,1,1,49599.27,0,3,1,5,315,315,Lost
15611800,4,2,125163.62,7,624,1,France,62,2,1,151411.5,0,4,4,4,444,444,Champions
15576928,9,1,0.0,2,573,0,France,23,1,1,122964.18,0,2,1,1,211,211,Lost
15793693,2,1,0.0,9,694,1,France,60,1,1,57088.97,0,5,1,1,511,511,New Customers
15581252,4,1,80922.75,7,632,0,Spain,29,1,1,7820.78,0,4,1,3,413,413,New Customers
15797760,8,2,193354.86,3,632,0,France,40,2,1,149188.41,0,2,4,5,245,245,Need Attention
15790564,2,2,107648.94,9,832,1,Germany,40,2,1,134638.97,0,5,4,3,543,543,Loyal Customers
15593736,4,1,131769.04,7,598,0,Germany,46,1,0,184980.23,1,4,1,4,414,414,New Customers
15595937,10,2,138992.48,1,430,0,Germany,36,2,0,122373.42,0,1,4,5,145,145,Need Attention
